REFSEQ,SYMBOL,GENENAME,ENTREZID,GOSLIM_IDS,Ecol-K-12MG1655-1G-CTRL-Rep1,Ecol-K-12MG1655-1G-CTRL-Rep2,Ecol-K-12MG1655-1G-CTRL-Rep3,Ecol-K-12MG1655-1G-CTRL-Rep4,Ecol-K-12MG1655-uG-Clinorotation-Rep1,Ecol-K-12MG1655-uG-Clinorotation-Rep2,Ecol-K-12MG1655-uG-Clinorotation-Rep3,Ecol-K-12MG1655-uG-Clinorotation-Rep4,All.mean,All.stdev,F.p.value,Group.Mean_(1G),Group.Mean_(uG),Group.Stdev_(1G),Group.Stdev_(uG),Log2fc_(1G)v(uG),Log2fc_(uG)v(1G),P.value_(1G)v(uG),P.value_(uG)v(1G),Adj.p.value_(1G)v(uG),Adj.p.value_(uG)v(1G)
NP_418047,selB,selenocysteinyl-tRNA-specific translation factor,948103,"GO:0003824, GO:0003924, GO:0005622, GO:0006139, GO:0006412, GO:0006796, GO:0006807, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016462, GO:0016787, GO:0019538, GO:0044238, GO:0044464",8.503559069,8.442464425,8.491389997,8.492342962,8.260837111,8.778629795,8.619223557,8.918205348,8.563331533,0.034371539,0.248397395,8.644223953,8.482439113,4.322111976,4.241219557,0.161784839,-0.161784839,0.248397395,0.248397395,0.998164659,0.998164659
NP_415141,ybdR,putative Zn-dependent NAD(P)-binding oxidoreductase,949067,"GO:0003824, GO:0005975, GO:0008152, GO:0016491, GO:0044238",9.162805725,9.059272398,9.153910066,9.001611532,9.145720525,9.084151425,9.149612884,8.78974432,9.068353609,0.019141734,0.607281814,9.042307289,9.09439993,4.521153644,4.547199965,-0.052092642,0.052092642,0.607281814,0.607281814,0.998164659,0.998164659
NP_418807,nadR,"trifunctional protein: nicotinamide mononucleotide adenylyltransferase, ribosylnicotinamide kinase, transcriptional repressor",948911,NA,8.160537553,8.282241701,8.213856479,7.848472858,8.227299803,8.026109108,8.209499473,7.731732371,8.087468668,0.037271317,0.583545924,8.048660189,8.126277148,4.024330094,4.063138574,-0.077616959,0.077616959,0.583545924,0.583545924,0.998164659,0.998164659
NP_418535,proP,proline/glycine betaine transporter,948626,NA,9.12834099,9.102984706,9.234595003,8.949565404,9.041345059,9.224496775,9.038392661,8.946572031,9.083286579,0.016520779,0.661279208,9.062701632,9.103871526,4.531350816,4.551935763,-0.041169894,0.041169894,0.661279208,0.661279208,0.998164659,0.998164659
NP_415041,hyi,hydroxypyruvate isomerase,946186,"GO:0003676, GO:0003677, GO:0003690, GO:0003824, GO:0005488, GO:0006139, GO:0006259, GO:0006281, GO:0008152, GO:0016853, GO:0044238",8.201393737,7.99462243,8.213059713,8.323640566,8.214872234,8.180061363,8.336787537,8.561652886,8.253261308,0.023579419,0.228897648,8.323343505,8.183179112,4.161671753,4.091589556,0.140164393,-0.140164393,0.228897648,0.228897648,0.998164659,0.998164659
NP_418480,yjbQ,thiamine phosphate synthase,948561,NA,8.373224753,8.44459919,8.464795783,8.981582997,7.886721091,8.689327032,8.641258528,9.050018906,8.566441035,0.113040933,0.99745145,8.566831389,8.566050681,4.283415695,4.28302534,0.000780708,-0.000780708,0.99745145,0.99745145,0.998929078,0.998929078
NP_417116,yfjK,radiation resistance protein; DEAD/H helicase-like protein; CP4-57 putative defective prophage,947111,,9.385221126,9.417114297,9.455007197,9.380436878,9.384618724,9.635129461,9.50202426,9.419382723,9.447366833,0.01191957,0.351539727,9.485288792,9.409444875,4.742644396,4.704722437,0.075843918,-0.075843918,0.351539727,0.351539727,0.998164659,0.998164659
NP_417791,gspK,"general secretory pathway component, cryptic",947831,NA,8.747697506,8.739916497,8.657025924,8.891962258,8.71314515,8.739916497,8.720186005,8.749668082,8.74493974,0.010660286,0.706103244,8.730728934,8.759150546,4.365364467,4.379575273,-0.028421613,0.028421613,0.706103244,0.706103244,0.998164659,0.998164659
NP_417398,argO,arginine transporter,947418,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006812, GO:0006820, GO:0006865, GO:0008324, GO:0009987, GO:0015171, GO:0016020, GO:0022857, GO:0044464, GO:0051179, NA",8.911971277,8.885942621,8.920558735,8.976218857,8.736340361,9.146793752,9.200433799,9.179953562,8.99477662,0.024114276,0.227503655,9.065880368,8.923672872,4.532940184,4.461836436,0.142207496,-0.142207496,0.227503655,0.227503655,0.998164659,0.998164659
NP_418365,menA,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",948418,"GO:0003824, GO:0006629, GO:0006766, GO:0008152, GO:0009110, GO:0016740, GO:0044238",8.416566059,8.364092077,8.293560997,8.464073801,8.325171015,8.366957161,8.348227944,8.792873938,8.421440374,0.025843986,0.532759887,8.458307515,8.384573233,4.229153757,4.192286617,0.073734281,-0.073734281,0.532759887,0.532759887,0.998164659,0.998164659
NP_416969,tmcA,elongator methionine tRNA (ac4C34) acetyltransferase,946053,NA,8.919158925,9.050120157,8.941974406,9.109938748,9.125727731,8.812686903,8.9098375,9.283462577,9.019113368,0.02509514,0.810697002,9.032928678,9.005298059,4.516464339,4.50264903,0.027630619,-0.027630619,0.810697002,0.810697002,0.998164659,0.998164659
NP_416382,yecE,UPF0759 family protein,946382,NA,8.447751489,8.46051362,8.486610903,8.718095805,8.530377471,8.609619406,8.595694178,8.624918148,8.559197627,0.013392175,0.468640686,8.590152301,8.528242954,4.29507615,4.264121477,0.061909347,-0.061909347,0.468640686,0.468640686,0.998164659,0.998164659
NP_417268,gudX,"glucarate dehydratase-related protein, substrate unknown",947261,"GO:0003824, GO:0008152, GO:0016829, GO:0016836, GO:0016853, GO:0016854",9.225832734,9.32055737,9.283689065,9.526712593,9.258527917,9.527617087,9.424723153,9.442185592,9.376230689,0.017322565,0.446595741,9.413263437,9.339197941,4.706631719,4.66959897,0.074065496,-0.074065496,0.446595741,0.446595741,0.998164659,0.998164659
NP_415031,ybbC,putative immunity protein,945115,,8.152432464,8.129379848,8.116335801,6.653563899,8.247279664,6.986071031,7.874518716,6.755704514,7.614410742,0.357593582,0.500140025,7.465893481,7.762928003,3.732946741,3.881464002,-0.297034522,0.297034522,0.500140025,0.500140025,0.998164659,0.998164659
NP_417074,grcA,autonomous glycyl radical cofactor,947068,"GO:0003824, GO:0006520, GO:0006807, GO:0008152, GO:0009056, GO:0009063, GO:0009987, GO:0016407, GO:0016740, GO:0016746, GO:0044238",7.514918213,7.423702928,7.413500601,7.032785857,7.157156472,7.546230307,7.677029508,7.352596346,7.389740029,0.039834067,0.55273408,7.433253158,7.3462269,3.716626579,3.67311345,0.087026258,-0.087026258,0.55273408,0.55273408,0.998164659,0.998164659
NP_417795,bfr,"bacterioferritin, iron storage and detoxification protein",947839,"GO:0005622, GO:0005737, GO:0045735, NA",8.971523516,8.997041988,9.037020919,8.326080378,9.000413099,8.857521756,8.870685515,8.873842396,8.866766196,0.047158943,0.669697722,8.900615692,8.8329167,4.450307846,4.41645835,0.067698992,-0.067698992,0.669697722,0.669697722,0.998164659,0.998164659
NP_417747,rsmB,"16S rRNA m(5)C967 methyltransferase, SAM-dependent",947789,NA,8.525641092,8.42424206,8.579212249,8.587341333,8.327995177,8.839487511,8.697003729,8.596690922,8.572201759,0.024796547,0.458756463,8.615294335,8.529109184,4.307647167,4.264554592,0.086185151,-0.086185151,0.458756463,0.458756463,0.998164659,0.998164659
NP_416838,yfcR,putative fimbrial-like adhesin protein,946818,,8.402988948,8.397018002,8.449767855,8.400253721,8.292857132,8.429598276,8.406417567,8.318528784,8.387178786,0.009066685,0.471039906,8.36185044,8.412507132,4.18092522,4.206253566,-0.050656692,0.050656692,0.471039906,0.471039906,0.998164659,0.998164659
NP_418179,bglG,transcriptional antiterminator of the bgl operon,948235,"GO:0003676, GO:0003723, GO:0005488, GO:0006139, GO:0006351, GO:0008152, GO:0044238, NA",8.55829401,8.441170544,8.426113827,9.016989098,8.411858897,8.808994605,8.6249673,9.075170147,8.670444804,0.059389057,0.505136399,8.730247737,8.61064187,4.365123869,4.305320935,0.119605867,-0.119605867,0.505136399,0.505136399,0.998164659,0.998164659
NP_418192,atpF,"F0 sector of membrane-bound ATP synthase, subunit b",948247,NA,9.168727584,9.126406251,9.102328648,8.59495203,9.242005689,8.989537593,9.075744326,8.954699508,9.031800204,0.037182165,0.632948476,9.065496779,8.998103628,4.53274839,4.499051814,0.067393151,-0.067393151,0.632948476,0.632948476,0.998164659,0.998164659
NP_416860,yfdP,CPS-53 (KpLE1) prophage; uncharacterized protein,945565,,9.148601945,9.090468311,9.167730268,9.500745157,9.113093655,9.411500654,9.194077127,9.331218065,9.244679398,0.024844005,0.756790105,9.262472376,9.22688642,4.631236188,4.61344321,0.035585955,-0.035585955,0.756790105,0.756790105,0.998164659,0.998164659
NP_415088,rzpD,DLP12 prophage; putative murein endopeptidase,945929,,9.500411708,9.525416257,9.455896607,8.766146105,9.755827326,8.677586675,9.163390867,8.780834009,9.203188694,0.131096029,0.417477751,9.094409719,9.311967669,4.54720486,4.655983835,-0.21755795,0.21755795,0.417477751,0.417477751,0.998164659,0.998164659
NP_416680,mepS,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",946686,,8.567318178,8.500700295,8.570295269,8.765962659,8.455907293,8.81464715,8.678880636,8.896016308,8.656215974,0.024095946,0.341211549,8.711362847,8.601069101,4.355681423,4.30053455,0.110293746,-0.110293746,0.341211549,0.341211549,0.998164659,0.998164659
NP_416476,hchA,glyoxalase III and Hsp31 molecular chaperone,946481,"GO:0001071, GO:0003676, GO:0003677, GO:0003700, GO:0003824, GO:0005488, GO:0006139, GO:0006351, GO:0006807, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0044238, GO:0050789, GO:0065007",8.231367235,8.296823025,8.260577872,8.70759071,8.323349543,8.420526446,8.414341893,8.576992403,8.403946141,0.027791348,0.624634957,8.433802571,8.374089711,4.216901286,4.187044855,0.059712861,-0.059712861,0.624634957,0.624634957,0.998164659,0.998164659
NP_414547,yaaA,"peroxide resistance protein, lowers intracellular iron",944749,"GO:0005622, GO:0005737, GO:0005829, GO:0006950, GO:0044464, GO:0050896",8.970663036,8.982156538,8.984128594,8.929504964,9.134574662,8.950425028,8.832726835,8.610863905,8.924380445,0.02364435,0.457172237,8.882147608,8.966613283,4.441073804,4.483306642,-0.084465675,0.084465675,0.457172237,0.457172237,0.998164659,0.998164659
NP_418387,pflC,putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme,948453,NA,8.899389812,8.834547809,8.942488168,8.495255232,8.973328718,8.765052351,8.875088071,8.785378614,8.821316097,0.024190068,0.618019392,8.849711939,8.792920255,4.424855969,4.396460128,0.056791683,-0.056791683,0.618019392,0.618019392,0.998164659,0.998164659
NP_418421,thiE,thiamine phosphate synthase (thiamine phosphate pyrophosphorylase),948491,"GO:0003824, GO:0005622, GO:0005737, GO:0006766, GO:0006790, GO:0006807, GO:0008152, GO:0009058, GO:0009110, GO:0009987, GO:0016740, GO:0044464",8.644856255,8.570123823,8.440029799,8.925148811,8.513239254,8.91955004,8.779102133,8.72603813,8.689761031,0.030862545,0.489777815,8.734482389,8.645039672,4.367241195,4.322519836,0.089442718,-0.089442718,0.489777815,0.489777815,0.998164659,0.998164659
NP_414963,cyoD,cytochrome o ubiquinol oxidase subunit IV,944918,NA,8.048182396,7.996896967,8.077170261,7.977182832,7.63293728,8.023231752,8.053775726,7.88472928,7.961763312,0.020352642,0.242486642,7.898668509,8.024858114,3.949334255,4.012429057,-0.126189605,0.126189605,0.242486642,0.242486642,0.998164659,0.998164659
NP_415208,chiQ,chitosugar-induced verified lipoprotein,945713,,8.672398324,8.488203563,8.552707496,7.870904554,8.645955217,8.326878981,8.586683261,8.28741703,8.428893553,0.061059666,0.715693777,8.461733622,8.396053484,4.230866811,4.198026742,0.065680138,-0.065680138,0.715693777,0.715693777,0.998164659,0.998164659
NP_416871,evgS,hybrid sensory histidine kinase in two-component regulatory system with EvgA,946844,NA,9.02688145,8.917334411,8.858010408,8.753440382,8.354483152,8.790786566,8.927797078,8.916654164,8.818173451,0.03588657,0.318368026,8.74743024,8.888916663,4.37371512,4.444458331,-0.141486423,0.141486423,0.318368026,0.318368026,0.998164659,0.998164659
NP_418647,ppa,inorganic pyrophosphatase,948748,"GO:0003824, GO:0006796, GO:0006798, GO:0008152, GO:0016462, GO:0016787",8.980839324,8.911492048,8.977340519,8.189356759,9.164066455,8.625103575,8.731775394,8.479197284,8.75739642,0.085701886,0.94485921,8.750035677,8.764757163,4.375017838,4.382378581,-0.014721486,0.014721486,0.94485921,0.94485921,0.998164659,0.998164659
NP_415950,ydcO,BenE family inner membrane putative transporter,947247,"GO:0005886, GO:0016020, GO:0044464",8.88246561,8.91965185,8.903024564,8.927925542,8.907670222,8.954223826,8.893599029,8.668955727,8.882189546,0.012935935,0.532847735,8.856112201,8.908266891,4.428056101,4.454133446,-0.05215469,0.05215469,0.532847735,0.532847735,0.998164659,0.998164659
NP_416683,yejB,microcin C ABC transporter permease,946679,"GO:0005215, GO:0005886, GO:0006810, GO:0009987, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0050896, GO:0051179",8.713745245,8.604889505,8.737701834,8.853330271,8.645692509,9.156346629,8.821546479,8.563616712,8.762108648,0.033848574,0.606708997,8.796800582,8.727416714,4.398400291,4.363708357,0.069383868,-0.069383868,0.606708997,0.606708997,0.998164659,0.998164659
NP_416370,mepM,"murein DD-endopeptidase, space-maker hydrolase, septation protein",946376,"GO:0003824, GO:0006508, GO:0008152, GO:0008233, GO:0008237, GO:0016787, GO:0019538, GO:0044238, NA",9.28164667,9.260777406,9.205361328,9.149633785,9.166226502,9.263224714,9.322025233,9.288455372,9.242168876,0.010058506,0.627447343,9.259982955,9.224354797,4.629991478,4.612177399,0.035628158,-0.035628158,0.627447343,0.627447343,0.998164659,0.998164659
NP_415308,ybhM,BAX Inhibitor-1 family inner membrane protein,949001,,9.042978259,9.059598139,9.214219584,8.225552524,9.246961476,8.470156085,8.923549474,8.317202243,8.812527223,0.134089623,0.586313717,8.739467319,8.885587127,4.36973366,4.442793563,-0.146119807,0.146119807,0.586313717,0.586313717,0.998164659,0.998164659
NP_416586,ogrK,"orphan Ogr protein, positive regulator of P2 growth",945404,,8.069583262,8.030719326,8.061030038,8.234264,8.182071982,8.10674718,7.977563133,7.969750505,8.078966178,0.013753591,0.642166098,8.0590332,8.098899157,4.0295166,4.049449578,-0.039865957,0.039865957,0.642166098,0.642166098,0.998164659,0.998164659
NP_418048,selA,selenocysteine synthase,948124,"GO:0003824, GO:0006139, GO:0006399, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0016740, GO:0044238",9.509387242,9.570585238,9.448614685,9.692992845,9.216981095,9.762960104,9.720368798,9.935840613,9.607216327,0.042845793,0.496795779,9.659037652,9.555395002,4.829518826,4.777697501,0.10364265,-0.10364265,0.496795779,0.496795779,0.998164659,0.998164659
NP_414788,perR,CP4-6 prophage; putative DNA-binding transcriptional regulator,945417,NA,8.626812592,8.654222349,8.58925508,8.527828672,8.672016733,8.51281269,8.542065013,8.537992533,8.582875708,0.010102272,0.650453482,8.566221742,8.599529673,4.283110871,4.299764836,-0.033307931,0.033307931,0.650453482,0.650453482,0.998164659,0.998164659
NP_415777,trpB,"tryptophan synthase, beta subunit",945768,"GO:0003824, GO:0005488, GO:0005622, GO:0005737, GO:0006520, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016829, GO:0016836, GO:0044238, GO:0044464",8.51324116,8.50291003,8.443614164,8.443614164,8.540256302,8.602216226,8.55494113,8.423744847,8.503067253,0.009772817,0.456038181,8.530289626,8.475844879,4.265144813,4.23792244,0.054444747,-0.054444747,0.456038181,0.456038181,0.998164659,0.998164659
NP_415362,ybjG,undecaprenyl pyrophosphate phosphatase,945450,NA,7.905722411,7.89401439,7.907492926,7.755964985,7.751947509,7.645284962,8.107642595,7.922854055,7.861365479,0.022850311,0.935705879,7.85693228,7.865798678,3.92846614,3.932899339,-0.008866398,0.008866398,0.935705879,0.935705879,0.998164659,0.998164659
NP_417065,rseC,SoxR iron-sulfur cluster reduction factor component,947052,NA,9.428028764,9.348731687,9.381211604,8.559413267,9.349487802,9.115200401,9.24275538,8.309596804,9.091803214,0.139148592,0.523456147,9.004260097,9.179346331,4.502130048,4.589673165,-0.175086234,0.175086234,0.523456147,0.523456147,0.998164659,0.998164659
NP_417680,gltD,"glutamate synthase, 4Fe-4S protein, small subunit",947723,"GO:0003824, GO:0005622, GO:0005737, GO:0008152, GO:0016491, GO:0044464",7.374128277,7.204562953,7.424375636,6.994377934,7.557386391,7.487370234,7.165636068,6.953691256,7.270191094,0.046505641,0.790862152,7.291020987,7.2493612,3.645510494,3.6246806,0.041659787,-0.041659787,0.790862152,0.790862152,0.998164659,0.998164659
NP_417510,ygiC,ATP-Grasp family ATPase,947249,NA,8.48339289,8.355855372,8.500439205,8.529134038,8.535826726,8.653146151,8.630162945,8.893709433,8.572708345,0.017080539,0.048285942,8.678211314,8.467205376,4.339105657,4.233602688,0.211005937,-0.211005937,0.048285942,0.048285942,0.998164659,0.998164659
NP_416413,araG,L-arabinose ABC transporter ATPase,946408,"GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006817, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, GO:0051179",8.817443335,8.927005031,8.781001489,9.01745283,8.688965856,9.090151906,8.833826745,9.22517542,8.922627827,0.030857894,0.567020636,8.959529982,8.885725672,4.479764991,4.442862836,0.07380431,-0.07380431,0.567020636,0.567020636,0.998164659,0.998164659
NP_415391,ltaE,"L-allo-threonine aldolase, PLP-dependent",944955,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006520, GO:0006807, GO:0008152, GO:0008652, GO:0009056, GO:0009058, GO:0009063, GO:0009987, GO:0016829, GO:0016832, GO:0044238, GO:0044464",9.04490954,8.942663115,8.995572434,8.779750408,9.034744459,8.829426239,8.966796599,8.765841953,8.919963093,0.01687215,0.66191224,8.899202312,8.940723874,4.449601156,4.470361937,-0.041521562,0.041521562,0.66191224,0.66191224,0.998164659,0.998164659
NP_415910,paaE,"ring 1,2-phenylacetyl-CoA epoxidase, NAD(P)H oxidoreductase component",945962,NA,9.542296518,9.607055188,9.556926155,9.171191173,9.59480708,9.223191382,9.47503327,9.179524826,9.418753199,0.03406935,0.457871815,9.368139139,9.469367258,4.68406957,4.734683629,-0.101228119,0.101228119,0.457871815,0.457871815,0.998164659,0.998164659
NP_416596,gatB,galactitol-specific enzyme IIB component of PTS,946610,,7.853718503,7.713044863,7.87581651,7.449056291,7.727740868,7.573680728,7.946901482,7.474655135,7.701826798,0.034327639,0.754919039,7.680744554,7.722909042,3.840372277,3.861454521,-0.042164488,0.042164488,0.754919039,0.754919039,0.998164659,0.998164659
NP_417267,gudD,D-glucarate dehydratase 1,947258,"GO:0003824, GO:0008152, GO:0016829, GO:0016836, GO:0016853, GO:0016854",8.854697697,8.719426982,8.775018008,8.639724586,8.8507901,8.775018008,8.757004772,8.706279171,8.759744916,0.011324297,0.74676684,8.772273013,8.747216818,4.386136506,4.373608409,0.025056195,-0.025056195,0.74676684,0.74676684,0.998164659,0.998164659
NP_417656,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,947703,"GO:0005622, GO:0005737, GO:0044464",8.768083949,8.845827947,8.734166092,8.925582507,8.849331243,8.968125022,8.83478557,8.881566905,8.850933654,0.011008987,0.403480544,8.883452185,8.818415124,4.441726093,4.409207562,0.065037061,-0.065037061,0.403480544,0.403480544,0.998164659,0.998164659
NP_417274,queF,7-cyano-7-deazaguanine reductase (NADPH-dependent),947270,NA,9.078843189,9.041194329,9.027452923,9.128018714,8.781685255,9.008779495,9.073848467,9.069729471,9.02619398,0.014392805,0.340539963,8.983510672,9.068877289,4.491755336,4.534438644,-0.085366617,0.085366617,0.340539963,0.340539963,0.998164659,0.998164659
NP_417124,yfjS,CP4-57 prophage; uncharacterized protein,945668,,8.086054474,8.090256854,8.018991786,8.11723635,8.007284034,8.072602004,8.052787339,8.074192103,8.064925618,0.008297304,0.691273798,8.05171637,8.078134866,4.025858185,4.039067433,-0.026418496,0.026418496,0.691273798,0.691273798,0.998164659,0.998164659
NP_417724,panF,pantothenate:sodium symporter,947752,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0006865, GO:0009987, GO:0015171, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179, GO:0051180",9.192932539,9.178304868,9.127375841,9.104080177,9.221609982,9.525191346,9.246961187,9.552816547,9.268659061,0.018365207,0.035995449,9.386644765,9.150673356,4.693322383,4.575336678,0.235971409,-0.235971409,0.035995449,0.035995449,0.998164659,0.998164659
NP_417695,sspB,ClpXP protease specificity enhancing factor,944774,NA,8.403277835,8.364511764,8.530311118,9.096237551,8.149795175,8.764406766,8.408353109,9.093378565,8.601283985,0.102340663,0.981479473,8.603983404,8.598584567,4.301991702,4.299292283,0.005398837,-0.005398837,0.981479473,0.981479473,0.998164659,0.998164659
NP_414638,lpxC,UDP-3-O-acyl N-acetylglucosamine deacetylase,944816,NA,8.146045945,8.201529983,8.25806669,8.312563351,7.967264649,8.499767113,8.209854891,8.571589764,8.270835298,0.034862173,0.547237173,8.312119104,8.229551492,4.156059552,4.114775746,0.082567612,-0.082567612,0.547237173,0.547237173,0.998164659,0.998164659
NP_414923,yaiA,OxyR-regulated conserved protein,945043,,9.053384171,9.116368552,8.936151761,8.97315584,9.054974071,9.004167127,9.008257285,8.938744905,9.010650464,0.010331993,0.805481081,9.001535847,9.019765081,4.500767923,4.509882541,-0.018229234,0.018229234,0.805481081,0.805481081,0.998164659,0.998164659
NP_415155,pagP,phospholipid:lipid A palmitoyltransferase,946360,,9.092473729,9.090468311,8.913082968,9.021450599,9.131998099,8.851643509,8.90525936,9.095092257,9.012683604,0.016129745,0.718789764,8.995998306,9.029368902,4.497999153,4.514684451,-0.033370595,0.033370595,0.718789764,0.718789764,0.998164659,0.998164659
NP_415766,kch,voltage-gated potassium channel,945841,"GO:0005215, GO:0006810, GO:0006811, GO:0006812, GO:0022857, GO:0051179",8.622417834,8.807787859,8.85997004,8.464073801,8.735635719,8.469026948,8.706719671,8.167151674,8.604097943,0.041463325,0.270796102,8.519633503,8.688562383,4.259816751,4.344281192,-0.16892888,0.16892888,0.270796102,0.270796102,0.998164659,0.998164659
NP_415900,ynbE,lipoprotein,945946,,7.780138743,7.85455083,7.86146814,8.026229949,7.702509437,7.722106697,7.826367221,7.745958447,7.814916183,0.011969662,0.123710198,7.749235451,7.880596916,3.874617725,3.940298458,-0.131361465,0.131361465,0.123710198,0.123710198,0.998164659,0.998164659
NP_415784,yciQ,enhancer of membrane protein expression; putative inner membrane protein,945850,,8.22035898,8.161884759,8.226462081,7.90176447,7.995820619,7.61749105,8.139183251,7.673205018,7.992021278,0.036329684,0.075047156,7.856424984,8.127617573,3.928212492,4.063808786,-0.271192588,0.271192588,0.075047156,0.075047156,0.998164659,0.998164659
YP_026215,aroK,shikimate kinase I,2847759,"GO:0003824, GO:0005488, GO:0006520, GO:0006796, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016301, GO:0016740, GO:0044238",8.312190712,8.334474955,8.389586454,8.155676621,8.44923003,8.320968821,8.239983154,8.410078358,8.326523638,0.01366322,0.507207409,8.355065091,8.297982186,4.177532545,4.148991093,0.057082905,-0.057082905,0.507207409,0.507207409,0.998164659,0.998164659
NP_416391,yecT,uncharacterized protein,946511,,7.683049189,7.82715721,7.384602143,8.553122024,7.234140551,8.038022109,8.170166623,8.163068255,7.881666013,0.156568528,0.891204318,7.901349385,7.861982641,3.950674692,3.930991321,0.039366743,-0.039366743,0.891204318,0.891204318,0.998164659,0.998164659
NP_418043,yiaV,signal-anchored membrane fusion protein (MFP) component of efflux pump,948106,"GO:0005215, GO:0005886, GO:0006810, GO:0009636, GO:0022857, GO:0050896, NA",9.532181719,9.447877488,9.371772696,9.643870761,9.399119208,9.613492591,9.429055072,9.57343764,9.501350897,0.015644226,0.957460997,9.503776128,9.498925666,4.751888064,4.749462833,0.004850462,-0.004850462,0.957460997,0.957460997,0.998164659,0.998164659
NP_416257,spy,"periplasmic ATP-independent protein refolding chaperone, stress-induced",946253,NA,7.95642094,8.182228186,8.131173145,8.277616835,8.167769551,8.560767773,8.07630082,8.196520461,8.193599714,0.028582529,0.367267413,8.250339651,8.136859777,4.125169826,4.068429888,0.113479875,-0.113479875,0.367267413,0.367267413,0.998164659,0.998164659
NP_418676,rraB,protein inhibitor of RNase E,948773,,9.049980556,9.093505365,8.980686095,8.859580624,8.958552481,9.013876362,9.166265041,9.209127902,9.041446803,0.0156436,0.33026519,9.086955446,8.99593816,4.543477723,4.49796908,0.091017286,-0.091017286,0.33026519,0.33026519,0.998164659,0.998164659
NP_415758,ychE,UPF0056 family inner membrane protein,945836,NA,8.427608423,8.477441441,8.274644951,8.20369159,8.24688874,8.59906528,8.33195014,8.438425131,8.374964462,0.020538485,0.579583723,8.404082323,8.345846601,4.202041161,4.172923301,0.058235722,-0.058235722,0.579583723,0.579583723,0.998164659,0.998164659
NP_417098,trmD,"tRNA m(1)G37 methyltransferase, SAM-dependent",947099,"GO:0003824, GO:0006139, GO:0006399, GO:0006807, GO:0008152, GO:0008168, GO:0008173, GO:0009987, GO:0016070, GO:0016740, GO:0016779, GO:0044238",8.960325733,8.879612226,8.706678551,8.968913035,8.752737962,8.871875722,8.665369532,8.807921046,8.826679226,0.014873548,0.256827845,8.774476065,8.878882386,4.387238033,4.439441193,-0.104406321,0.104406321,0.256827845,0.256827845,0.998164659,0.998164659
NP_417024,iscU,iron-sulfur cluster assembly scaffold protein,947002,"GO:0005488, GO:0005622, GO:0005737, GO:0008152, GO:0009058, GO:0009987, GO:0016043, GO:0019538, GO:0042592, GO:0044085, GO:0044238, GO:0044464, GO:0065007, GO:0071840",7.224385575,7.131787474,7.114747662,6.628827894,7.328934698,7.307910423,7.130882131,7.018866908,7.110792846,0.038703587,0.248311453,7.19664854,7.024937151,3.59832427,3.512468576,0.171711389,-0.171711389,0.248311453,0.248311453,0.998164659,0.998164659
NP_418265,pldA,outer membrane phospholipase A,948307,"GO:0003824, GO:0004620, GO:0005488, GO:0005509, GO:0005886, GO:0008152, GO:0016020, GO:0016021, GO:0016298, GO:0016787, GO:0016788, GO:0030312, GO:0030313, GO:0044464",8.705062028,8.749912832,8.810880352,8.937290354,8.631071351,8.682527029,8.837819409,8.489745659,8.730538627,0.017656474,0.16903195,8.660290862,8.800786391,4.330145431,4.400393196,-0.140495529,0.140495529,0.16903195,0.16903195,0.998164659,0.998164659
NP_418139,yidP,UTRA domain-containing GntR family putative transcriptional regulator,948194,,8.770134995,8.810174575,8.829310286,8.801604019,8.770120562,8.829078131,8.798323041,8.667102011,8.784480953,0.009240477,0.602828618,8.766155936,8.802805969,4.383077968,4.401402984,-0.036650033,0.036650033,0.602828618,0.602828618,0.998164659,0.998164659
NP_414850,yahB,putative DNA-bindng transcriptional regulator,945278,NA,8.855350801,8.763341734,8.88074089,8.965416143,8.712408399,8.911788717,8.852231768,8.859691565,8.850121252,0.01212028,0.688980816,8.834030112,8.866212392,4.417015056,4.433106196,-0.03218228,0.03218228,0.688980816,0.688980816,0.998164659,0.998164659
